Ontology ID	Label	Job Zone
ID		C 'has job zone' value % SPLIT=|
OCCO:27102700	Set and Exhibit Designers	5
OCCO:51605100	"Sewers, Hand"	2
OCCO:51603100	Sewing Machine Operators	1
OCCO:39509300	Shampooers	2
OCCO:47221100	Sheet Metal Workers	2
OCCO:53503100	Ship Engineers	3
OCCO:43507100	"Shipping, Receiving, and Inventory Clerks"	2
OCCO:51604100	Shoe and Leather Workers and Repairers	2
OCCO:51604200	Shoe Machine Operators and Tenders	2
OCCO:53305300	Shuttle Drivers and Chauffeurs	2
OCCO:49909700	Signal and Track Switch Repairers	3
OCCO:39509400	Skincare Specialists	3
OCCO:51302300	Slaughterers and Meat Packers	2
OCCO:11915100	Social and Community Service Managers	4
OCCO:21109300	Social and Human Service Assistants	4
OCCO:19406100	Social Science Research Assistants	4
OCCO:25111300	"Social Work Teachers, Postsecondary"	5
OCCO:19304100	Sociologists	5
OCCO:25106700	"Sociology Teachers, Postsecondary"	5
OCCO:15125200	Software Developers	4
OCCO:15125300	Software Quality Assurance Analysts and Testers	4
OCCO:19101300	Soil and Plant Scientists	5
OCCO:47101103	Solar Energy Installation Managers	3
OCCO:17219911	Solar Energy Systems Engineers	4
OCCO:47223100	Solar Photovoltaic Installers	2
OCCO:41401107	Solar Sales Representatives and Assessors	3
OCCO:47215204	Solar Thermal Installers and Technicians	3
OCCO:27401400	Sound Engineering Technicians	3
OCCO:11917902	Spa Managers	3
OCCO:25205600	"Special Education Teachers, Elementary School"	4
OCCO:25205500	"Special Education Teachers, Kindergarten"	4
OCCO:25205700	"Special Education Teachers, Middle School"	4
OCCO:25205100	"Special Education Teachers, Preschool"	5
OCCO:25205800	"Special Education Teachers, Secondary School"	4
OCCO:27101400	Special Effects Artists and Animators	4
OCCO:29112700	Speech-Language Pathologists	5
OCCO:31909901	Speech-Language Pathology Assistants	3
OCCO:29122906	Sports Medicine Physicians	5
OCCO:51802100	Stationary Engineers and Boiler Operators	3
OCCO:43911100	Statistical Assistants	4
OCCO:15204100	Statisticians	5
OCCO:53706500	Stockers and Order Fillers	2
OCCO:51919503	"Stone Cutters and Carvers, Manufacturing"	2
OCCO:47202200	Stonemasons	3
OCCO:47222100	Structural Iron and Steel Workers	2
OCCO:51204100	Structural Metal Fabricators and Fitters	3
OCCO:21101100	Substance Abuse and Behavioral Disorder Counselors	5
OCCO:25303100	"Substitute Teachers, Short-Term"	4
OCCO:53404100	Subway and Streetcar Operators	2
OCCO:11307104	Supply Chain Managers	4
OCCO:29909300	Surgical Assistants	3
OCCO:29205500	Surgical Technologists	3
OCCO:19302200	Survey Researchers	5
OCCO:17303100	Surveying and Mapping Technicians	3
OCCO:17102200	Surveyors	4
OCCO:13119905	Sustainability Specialists	4
OCCO:43201100	"Switchboard Operators, Including Answering Service"	2
OCCO:51605200	"Tailors, Dressmakers, and Custom Sewers"	2
OCCO:27201204	Talent Directors	4
OCCO:53712100	"Tank Car, Truck, and Ship Loaders"	2
OCCO:47208200	Tapers	2
OCCO:13208100	"Tax Examiners and Collectors, and Revenue Agents"	3
OCCO:13208200	Tax Preparers	3
OCCO:53305400	Taxi Drivers	2
OCCO:25904400	"Teaching Assistants, Postsecondary"	5
OCCO:25904200	"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"	3
OCCO:25904300	"Teaching Assistants, Special Education"	3
OCCO:51209200	Team Assemblers	2
OCCO:27304200	Technical Writers	4
OCCO:15124101	Telecommunications Engineering Specialists	3
OCCO:49202200	"Telecommunications Equipment Installers and Repairers, Except Line Installers"	3
OCCO:49905200	Telecommunications Line Installers and Repairers	2
OCCO:41904100	Telemarketers	2
OCCO:43202100	Telephone Operators	2
OCCO:43307100	Tellers	2
OCCO:47205300	Terrazzo Workers and Finishers	2
OCCO:51606100	Textile Bleaching and Dyeing Machine Operators and Tenders	2
OCCO:51606200	"Textile Cutting Machine Setters, Operators, and Tenders"	2
OCCO:51606300	"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"	2
OCCO:51606400	"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"	2
OCCO:47204400	Tile and Stone Setters	2
OCCO:51206100	Timing Device Assemblers and Adjusters	2
OCCO:51919700	Tire Builders	2
OCCO:49309300	Tire Repairers and Changers	2
OCCO:23209300	"Title Examiners, Abstractors, and Searchers"	2
OCCO:51411100	Tool and Die Makers	3
OCCO:51419400	"Tool Grinders, Filers, and Sharpeners"	2
OCCO:39701100	Tour Guides and Escorts	3
OCCO:53604100	Traffic Technicians	3
OCCO:11313100	Training and Development Managers	4
OCCO:13115100	Training and Development Specialists	4
OCCO:33305200	Transit and Railroad Police	3
OCCO:17205101	Transportation Engineers	4
OCCO:53605100	Transportation Inspectors	4
OCCO:19309901	Transportation Planners	4
OCCO:33909300	Transportation Security Screeners	2
OCCO:53605107	"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"	2
OCCO:11307100	"Transportation, Storage, and Distribution Managers"	4
OCCO:41304100	Travel Agents	3
OCCO:39701200	Travel Guides	2
OCCO:11303101	Treasurers and Controllers	4
OCCO:37301300	Tree Trimmers and Pruners	2
OCCO:25304100	Tutors	3
OCCO:27202300	"Umpires, Referees, and Other Sports Officials"	2
OCCO:51609300	Upholsterers	2
OCCO:19305100	Urban and Regional Planners	5
OCCO:29122903	Urologists	5
OCCO:39303100	"Ushers, Lobby Attendants, and Ticket Takers"	2
OCCO:17211202	Validation Engineers	4
OCCO:29113100	Veterinarians	5
OCCO:31909600	Veterinary Assistants and Laboratory Animal Caretakers	2
OCCO:29205600	Veterinary Technologists and Technicians	3
OCCO:15125501	Video Game Designers	4
OCCO:35303100	Waiters and Waitresses	2
OCCO:49906400	Watch and Clock Repairers	3
OCCO:51803100	Water and Wastewater Treatment Plant and System Operators	3
OCCO:11912102	Water Resource Specialists	4
OCCO:17205102	Water/Wastewater Engineers	4
OCCO:47409903	Weatherization Installers and Technicians	2
OCCO:15129901	Web Administrators	4
OCCO:15125500	Web and Digital Interface Designers	4
OCCO:15125400	Web Developers	3
OCCO:43511100	"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"	2
OCCO:51412100	"Welders, Cutters, Solderers, and Brazers"	2
OCCO:51412200	"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"	2
OCCO:53707300	Wellhead Pumpers	2
OCCO:13102200	"Wholesale and Retail Buyers, Except Farm Products"	3
OCCO:11919910	Wind Energy Development Managers	4
OCCO:17219910	Wind Energy Engineers	4
OCCO:11919909	Wind Energy Operations Managers	3
OCCO:49908100	Wind Turbine Service Technicians	3
OCCO:51704200	"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"	2
OCCO:43902200	Word Processors and Typists	2
OCCO:27304300	Writers and Authors	4
OCCO:19102300	Zoologists and Wildlife Biologists	5
