Ontology ID	Label	Job Zone
ID		EC 'has job zone' value %
OCCO:00000058	occupation holder with job zone 1	1
OCCO:00000057	occupation holder with job zone 2	2
OCCO:00000056	occupation holder with job zone 3	3
OCCO:00000055	occupation holder with job zone 4	4
OCCO:00000007	occupation holder with job zone 5	5
